FID,OBJECTID,NAME,EASTING,NORTHING,LINES,NETWORK,Zone,x,y
313,44,Greenford,514763,183928,Central,London Underground,4,-0.34492109,51.54208841
314,55,Snaresbrook,540157,188804,Central,London Underground,4,0.023019902,51.58017276
315,56,Leytonstone,539279,187405,Central,London Underground,4,0.009807678,51.56781496
316,57,Wanstead,540673,188254,Central,London Underground,4,0.030247766,51.57509659
317,58,Redbridge,541834,188358,Central,London Underground,4,0.047039301,51.5757446
318,59,Gants Hill,543274,188430,Central,London Underground,4,0.067825538,51.57602949
319,60,South Woodford,540536,190063,Central,London Underground,4,0.028990141,51.59138934
320,61,Newbury Park,544920,188385,Central,London Underground,4,0.091554903,51.57519974
321,62,Barkingside,544799,189494,Central,London Underground,4,0.090259547,51.58519895
322,63,Fairlop,544936,190595,Central,London Underground,4,0.092688126,51.59505439
323,64,Woodford,540950,191740,Central,London Underground,4,0.035640856,51.60635963
324,65,Roding Valley,541590,192895,Central,London Underground,4,0.045340184,51.61657815
325,66,Chigwell,543795,193021,Central,London Underground,4,0.077229167,51.61715195
326,71,East Ham,542463,184275,"District, Hammersmith & City",London Underground,4,0.054454908,51.5388975
327,76,Upney,545846,184254,District,London Underground,4,0.103187503,51.53784406
328,200,Barking,544359,184382,"District, Hammersmith & City",London Underground,4,0.081813552,51.53937511
329,210,Morden,525670,168602,Northern,London Underground,4,-0.193160282,51.40201673
330,214,Hounslow Central,513568,175971,Piccadilly,London Underground,4,-0.364716069,51.470809
331,215,Hounslow East,514255,176203,Piccadilly,London Underground,4,-0.3547554,51.47275219
332,216,Osterley,514520,177097,Piccadilly,London Underground,4,-0.350640896,51.48073359
333,217,Boston Manor,516334,178693,Piccadilly,London Underground,4,-0.32401176,51.494711
334,222,Wembley Central,518183,185085,Bakerloo,London Underground,4,-0.295237517,51.55177912
335,223,North Wembley,517668,186198,Bakerloo,London Underground,4,-0.302293996,51.56189247
336,225,Richmond,518077,175161,District,London Underground,4,-0.300084253,51.46260595
337,328,Preston Road,518249,187282,Metropolitan,London Underground,4,-0.293539223,51.57151381
338,252,Wembley Park,519316,186388,"Metropolitan, Jubilee",London Underground,4,-0.278458638,51.56325938
339,255,Kingsbury,519359,188713,Jubilee,London Underground,4,-0.277052309,51.58414203
340,256,Queensbury,518809,189763,Jubilee,London Underground,4,-0.284629817,51.59369962
341,257,South Kenton,517336,187060,Bakerloo,London Underground,4,-0.306785037,51.56971265
342,259,Kenton,516728,188314,Bakerloo,London Underground,4,-0.315140189,51.58111281
343,264,Woodside Park,525718,192588,Northern,London Underground,4,-0.183907004,51.61758971
344,265,West Finchley,525546,191627,Northern,London Underground,4,-0.186738929,51.60898928
345,266,Totteridge & Whetstone,526120,193989,Northern,London Underground,4,-0.177599794,51.63009248
346,283,Northwick Park,516643,187964,Metropolitan,London Underground,4,-0.316478653,51.57797585
347,128,Norwood Junction,534012,168233,n/a,London Overground,4,-0.073428759,51.39678711
348,139,Edmondton Green,534318,193573,n/a,London Overground,4,-0.059376907,51.62445425
349,143,Highams Park,538582,191843,n/a,London Overground,4,0.00150512,51.607873
350,156,Walthamstow Wood Street,538493,189407,n/a,London Overground,4,-0.000741221,51.58600285
351,159,Silver Street,533922,192445,n/a,London Overground,4,-0.065526104,51.61440848
352,185,Kenton,516698,188340,n/a,London Overground,4,-0.315564441,51.58134846
353,190,North Wembley,517641,186239,n/a,London Overground,4,-0.302663046,51.56226767
354,385,Manor Park,541951,185707,n/a,TfL Rail,4,0.047651015,51.55189321
355,386,Ilford,543535,186486,n/a,TfL Rail,4,0.07080065,51.55848898
356,387,Seven Kings,545454,187093,n/a,TfL Rail,4,0.098722803,51.5634541
357,388,Goodmayes,546398,187292,n/a,TfL Rail,4,0.112414564,51.56500163
358,399,Morden Road,525779,169309,n/a,Tramlink,4,-0.191339995,51.408346
359,400,Phipps Bridge,526529,168725,n/a,Tramlink,4,-0.180769806,51.40292944
360,401,Belgrave Walk,526809,168456,n/a,Tramlink,4,-0.176840028,51.40044481
361,402,Mitcham,527331,168086,n/a,Tramlink,4,-0.16947597,51.39700089
362,403,Mitcham Junction (Tramlink),528300,167568,n/a,Tramlink,4,-0.155733719,51.39213248
363,404,Beddington Lane,529316,167236,n/a,Tramlink,4,-0.141260885,51.38891199
364,405,Therapia Lane,530283,166842,n/a,Tramlink,4,-0.127515047,51.38515495
365,406,Ampere Way,530664,166485,n/a,Tramlink,4,-0.122172554,51.3818536
366,428,Arena,535194,167627,n/a,Tramlink,4,-0.056679487,51.39105665
367,429,Elmers End (Tramlink),535779,168391,n/a,Tramlink,4,-0.047979561,51.39779044
368,430,Harrington Road,535017,168522,n/a,Tramlink,4,-0.058885135,51.3991503
369,431,Birkbeck (Tramlink),535305,168963,n/a,Tramlink,4,-0.054580141,51.40304289
370,432,Avenue Road,535745,169322,n/a,Tramlink,4,-0.048118188,51.40615963
371,433,Beckenham Road,536190,169660,n/a,Tramlink,4,-0.04159356,51.40909636
372,434,Beckenham Junction (Tramlink),537365,169843,n/a,Tramlink,4,-0.024636241,51.41045194
373,447,WOOLWICH ARSENAL - DLR,543731,178811,n/a,DLR,4,0.070492592,51.48946942
374,348,Penge West,534942,170503,n/a,London Overground,4,-0.059203378,51.41696823
375,349,Anerley,534617,169899,n/a,London Overground,4,-0.06410424,51.411617
376,352,South Kenton,517316,187081,n/a,London Overground,4,-0.307068904,51.56990367
377,361,Wembley Central,518184,185126,n/a,London Overground,4,-0.295206549,51.55214998
378,368,Barking,544422,184332,n/a,London Overground,4,0.082703641,51.53890805
379,369,Richmond,518072,175174,n/a,London Overground,4,-0.30015416,51.46271961
380,108,Becontree,547628,184527,District,London Underground,5,0.128978641,51.53983401
381,109,Dagenham Heathway,549023,184710,District,London Underground,5,0.149158377,51.54110645
382,120,Buckhurst Hill,541778,193891,Central,London Underground,5,0.048455336,51.62548342
383,4,Edgware,519550,191940,Northern,London Underground,5,-0.273183711,51.61311251
384,24,Cockfosters,528141,196370,Piccadilly,London Underground,5,-0.147553187,51.65103526
385,25,Oakwood,529390,195935,Piccadilly,London Underground,5,-0.129657109,51.64683948
386,72,Ruislip Gardens,510266,185852,Central,London Underground,5,-0.409140537,51.56027575
387,73,South Ruislip,511097,185434,Central,London Underground,5,-0.39728854,51.55635983
388,74,Northolt,513213,184524,Central,London Underground,5,-0.367069735,51.54775741
389,213,Hounslow West,512208,176197,Piccadilly,London Underground,5,-0.384218262,51.47310845
390,219,South Harrow,514321,186361,Piccadilly,London Underground,5,-0.350509518,51.56404932
391,258,Harrow & Wealdstone,515443,189446,Bakerloo,London Underground,5,-0.333300136,51.59154651
392,267,High Barnet,525030,196180,Northern,London Underground,5,-0.192561468,51.65002914
393,276,Eastcote,511153,187622,"Metropolitan, Piccadilly",London Underground,5,-0.39578946,51.57601384
394,278,West Harrow,514200,188029,Metropolitan,London Underground,5,-0.351706569,51.57906815
395,279,Rayners Lane,512953,187515,"Metropolitan, Piccadilly",London Underground,5,-0.369864752,51.57469667
396,280,North Harrow,513541,188613,Metropolitan,London Underground,5,-0.361021834,51.58444941
397,281,Pinner,512236,189461,Metropolitan,London Underground,5,-0.379580851,51.59232907
398,282,Harrow-on-the-Hill,515346,188038,Metropolitan,London Underground,5,-0.33516664,51.57891586
399,285,Stanmore,517563,192573,Jubilee,London Underground,5,-0.30167142,51.61921632
400,286,Canons Park,518187,191252,Jubilee,London Underground,5,-0.293102561,51.60721294
401,127,Dagenham East,550294,185030,District,London Underground,5,0.167617456,51.54364955
402,129,West Croydon,532133,166072,n/a,London Overground,5,-0.101229704,51.37780543
403,132,Bush Hill Park,533690,195389,n/a,London Overground,5,-0.067751096,51.64092455
404,135,Chingford,539210,194632,n/a,London Overground,5,0.011677573,51.63278212
405,141,Enfield Town,532968,196562,n/a,London Overground,5,-0.077733958,51.65163779
406,151,Southbury,534904,196237,n/a,London Overground,5,-0.049888718,51.64825562
407,180,Headstone Lane,513869,190584,n/a,London Overground,5,-0.355651952,51.60209779
408,389,Chadwell Heath,547676,187607,n/a,TfL Rail,5,0.130973337,51.56749975
409,407,Waddon Marsh,531090,165897,n/a,Tramlink,5,-0.116278811,51.37647839
410,408,Wandle Park,531414,165512,n/a,Tramlink,5,-0.111770014,51.37293871
411,409,Reeves Corner,531903,165672,n/a,Tramlink,5,-0.104688108,51.37426316
412,410,Centrale,532066,165786,n/a,Tramlink,5,-0.102295527,51.37525458
413,411,West Croydon (Tramlink),532210,166142,n/a,Tramlink,5,-0.100095218,51.37841469
414,412,Wellesley Road,532506,165769,n/a,Tramlink,5,-0.095978591,51.37499854
415,413,Church Street,532037,165557,n/a,Tramlink,5,-0.102795537,51.37319514
416,414,George Street,532408,165587,n/a,Tramlink,5,-0.097458992,51.37338118
417,415,East Croydon (Tramlink),532851,165702,n/a,Tramlink,5,-0.09106147,51.37431604
418,416,Lebanon Road,533348,165756,n/a,Tramlink,5,-0.08389645,51.37468254
419,417,Sandilands,533890,165741,n/a,Tramlink,5,-0.07612476,51.37441486
420,418,Lloyd Park,533715,164541,n/a,Tramlink,5,-0.079087981,51.36367068
421,419,Coombe Lane,535159,164090,n/a,Tramlink,5,-0.058520648,51.35927821
422,425,Addiscombe,534188,166297,n/a,Tramlink,5,-0.07162576,51.37934189
423,426,Blackhorse Lane,534377,166865,n/a,Tramlink,5,-0.06870387,51.3844061
424,427,Woodside,534701,167101,n/a,Tramlink,5,-0.063965962,51.38645328
425,367,Harrow & Wealdstone,515420,189470,n/a,London Overground,5,-0.333631214,51.59176883
426,121,Loughton,542319,195612,Central,London Underground,6,0.056970973,51.6408144
427,124,Debden,544273,196122,Central,London Underground,6,0.085403181,51.64489405
428,125,Theydon Bois,545542,199101,Central,London Underground,6,0.104967288,51.67133739
429,126,Epping,546209,201538,Central,London Underground,6,0.115641374,51.69306818
430,27,Elm Park,552542,185716,District,London Underground,6,0.200311564,51.54920911
431,28,Hornchurch,553944,186240,District,London Underground,6,0.220754707,51.55353835
432,29,Heathrow Terminals 1-2-3,507586,175840,Piccadilly,London Underground,6,-0.450857772,51.47079421
433,30,Upminster Bridge,555088,186770,District,London Underground,6,0.237476635,51.55798569
434,75,West Ruislip,508379,186796,Central,London Underground,6,-0.436073394,51.56913097
435,199,Upminster,556146,186868,District,London Underground,6,0.252767235,51.55857711
436,212,Hatton Cross,509608,175363,Piccadilly,London Underground,6,-0.42189306,51.4661174
437,325,Northwood,509230,191419,Metropolitan,London Underground,6,-0.422358538,51.61052039
438,335,Heathrow Terminal 5,505109,175924,Piccadilly,London Underground,6,-0.486475608,51.47201647
439,268,Heathrow Terminal 4,508082,174430,Piccadilly,London Underground,6,-0.444145672,51.45802947
440,271,Uxbridge,505661,184161,"Metropolitan, Piccadilly",London Underground,6,-0.4760666,51.54596187
441,272,Hillingdon,507602,185035,"Metropolitan, Piccadilly",London Underground,6,-0.447812239,51.55344939
442,273,Ickenham,508092,185938,"Metropolitan, Piccadilly",London Underground,6,-0.440467266,51.56146986
443,274,Ruislip,509474,187004,"Metropolitan, Piccadilly",London Underground,6,-0.420215108,51.57079343
444,275,Ruislip Manor,510160,187262,"Metropolitan, Piccadilly",London Underground,6,-0.410235646,51.57297789
445,277,Northwood Hills,510308,190238,Metropolitan,London Underground,6,-0.407168137,51.59969703
446,140,Emerson Park,553962,187871,n/a,London Overground,6,0.221721192,51.56818654
447,149,Romford,551387,188501,n/a,London Overground,6,0.184863954,51.57454494
448,153,Turkey Street,535121,198870,n/a,London Overground,6,-0.045735795,51.67186641
449,154,Upminster,556108,186859,n/a,London Overground,6,0.25221358,51.55850315
450,179,Hatch End,513054,191323,n/a,London Overground,6,-0.367177631,51.60890473
451,390,Romford,551350,188463,n/a,TfL Rail,6,0.184308898,51.57421472
452,391,Gidea Park,552906,189285,n/a,TfL Rail,6,0.2071101,51.58117713
453,392,Harold Wood,554777,190568,n/a,TfL Rail,6,0.234666819,51.59219909
454,420,Gravel Hill,536373,163537,n/a,Tramlink,6,-0.041304236,51.35401751
455,421,Addington Village,537066,163744,n/a,Tramlink,6,-0.031284121,51.35570988
456,422,New Addington,538198,162244,n/a,Tramlink,6,-0.015617483,51.34195708
457,423,King Henry's Drive,537977,162560,n/a,Tramlink,6,-0.018665196,51.3448509
458,424,Fieldway,537684,163173,n/a,Tramlink,6,-0.022640017,51.3504305
459,321,Chorleywood,502581,196095,Metropolitan,London Underground,7,-0.516985176,51.65380677
460,323,Rickmansworth,505716,194601,Metropolitan,London Underground,7,-0.472133393,51.63979883
461,324,Moor Park,508606,193503,Metropolitan,London Underground,7,-0.430710233,51.6293749
462,326,Croxley,507909,195403,Metropolitan,London Underground,7,-0.44019171,51.64658792
463,327,Watford,509569,196596,Metropolitan,London Underground,7,-0.415832512,51.65699167
464,152,Theobalds Grove,535936,201110,n/a,London Overground,7,-0.033083485,51.69180047
465,169,Carpenders Park,511833,193398,n/a,London Overground,7,-0.384142381,51.62780024
466,320,Chalfont & Latimer,499634,197564,Metropolitan,London Underground,8,-0.559159868,51.66754646
467,134,Cheshunt,536644,202316,n/a,London Overground,8,-0.022373213,51.70246665
468,360,Watford High Street,511326,196075,n/a,London Overground,8,-0.390612987,51.6519637
469,365,Watford Junction,511021,197351,n/a,London Overground,8,-0.394615064,51.6634936
470,366,Bushey,511823,195237,n/a,London Overground,8,-0.38369919,51.64433251
471,322,Chesham,496079,201633,Metropolitan,London Underground,9,-0.609421076,51.70474175
472,284,Amersham,496372,198181,Metropolitan,London Underground,9,-0.606146762,51.67366188
473,137,Clapton,534775,186528,n/a,London Overground,0,-0.055484597,51.56103029
474,381,Crystal Palace,534111,170555,n/a,London Overground,0,-0.071128264,51.41763277
475,393,Brentwood,559339,193033,n/a,TfL Rail,0,0.301589064,51.61307149
476,394,Shenfield,561361,194981,n/a,TfL Rail,0,0.331671253,51.6300009
477,363,Woodgrange Park,541821,185350,n/a,London Overground,0,0.045631091,51.54871611
478,364,Willesden Junction,521879,182944,n/a,London Overground,0,-0.242688895,51.5317515
479,481,Walthamstow Central,537176,188994,n/a,London Overground,3,-0.019895332,51.58261626
480,482,Barking Riverside,546790,182244,n/a,London Overground,4,0.11596,51.51953
481,483,Abbey Wood,547259,179089,"Southeastern, Thameslink",National Rail,4,0.121394000,51.49106200
482,484,Acton Main Line,520248,181284,Great Western Railway,National Rail,3,-0.266756000,51.51718000
483,485,Addlestone,505477,164922,South Western Railway,National Rail,0,-0.484457000,51.37304600
484,486,Albany Park,547740,172915,Southeastern,National Rail,5,0.125737000,51.43545300
485,487,Alexandra Palace,530182,190513,"Great Northern, Thameslink",National Rail,3,-0.120235000,51.59792400
486,488,Ashford (Surrey),506470,172002,South Western Railway,National Rail,0,-0.468071000,51.43650700
487,489,Ashtead,517929,159057,"South Western Railway, Southern",National Rail,0,-0.307572000,51.31787400
488,490,Banstead,524476,160488,Southern,National Rail,6,-0.213159000,51.32934900
489,491,Barnehurst,550000,176265,"Southeastern, Thameslink",National Rail,6,0.159646000,51.46495900
490,492,Barnes,522088,175755,South Western Railway,National Rail,3,-0.242164000,51.46708600
491,493,Barnes Bridge,521348,176285,South Western Railway,National Rail,3,-0.252630000,51.47200900
492,494,Bat & Ball,552984,156857,Thameslink,National Rail,0,0.194228000,51.28976100
493,495,Battersea Park,528632,177015,Southern,National Rail,2,-0.147533000,51.47696000
494,496,Beckenham Hill,537926,171430,"Southeastern, Thameslink",National Rail,4,-0.015951000,51.42458300
495,497,Beckenham Junction,537281,169905,"Southeastern, Southern, Thameslink",National Rail,4,-0.025813000,51.41103500
496,498,Bellingham,537666,172350,"Southeastern, Thameslink",National Rail,3,-0.019331000,51.43291300
497,499,Belmont,525433,162121,Southern,National Rail,5,-0.198855000,51.34381500
498,500,Belvedere,549400,179269,Southeastern,National Rail,5,0.152286000,51.49211800
499,501,Berrylands,519588,168125,South Western Railway,National Rail,5,-0.280714000,51.39904500
500,502,Bexley,549265,173490,Southeastern,National Rail,6,0.147903000,51.44021900
501,503,Bexleyheath,548205,176050,"Southeastern, Thameslink",National Rail,5,0.133735000,51.46350000
502,504,Bickley,542256,168825,"Southeastern, Thameslink",National Rail,5,0.045241000,51.40010400
503,505,Birkbeck,535221,169055,Southern,National Rail,4,-0.055739000,51.40389200
504,506,Blackheath,539526,176060,"Southeastern, Thameslink",National Rail,3,0.008872000,51.46579600
505,507,Bookham,512673,155697,South Western Railway,National Rail,0,-0.384021000,51.28873900
506,508,Borough Green & Wrotham,560781,157481,Southeastern,National Rail,0,0.306245000,51.29321900
507,509,Bowes Park,530132,191523,Great Northern,National Rail,3+4,-0.120582000,51.60701200
508,510,Brent Cross West,522973,187051,Thameslink,National Rail,3,-0.225488000,51.56842900
509,511,Brentford,517349,177919,South Western Railway,National Rail,4,-0.309651000,51.48754700
510,512,Brimsdown,536201,197087,Greater Anglia,National Rail,5,-0.030817000,51.65558300
511,513,Bromley North,540266,169685,Southeastern,National Rail,4,0.016993000,51.40832800
512,514,Bromley South,540316,168757,"Southeastern, Thameslink",National Rail,5,0.017344000,51.39997600
513,515,Byfleet & New Haw,505744,162341,South Western Railway,National Rail,0,-0.481390000,51.34979700
514,516,Carshalton,527626,164917,"Southern, Thameslink",National Rail,5,-0.166368000,51.36845400
515,517,Carshalton Beeches,527418,163683,Southern,National Rail,5,-0.169797000,51.35741100
516,518,Castle Bar Park,515739,181819,Great Western Railway,National Rail,4,-0.331549000,51.52293100
517,519,Caterham,534007,155477,Southern,National Rail,6,-0.078307000,51.28214100
518,520,Catford,537146,173615,"Southeastern, Thameslink",National Rail,3,-0.026317000,51.44440700
519,521,Catford Bridge,537251,173655,Southeastern,National Rail,3,-0.024791000,51.44474100
520,522,Chafford Hundred,558803,178824,c2c,National Rail,0,0.287447000,51.48555700
521,523,Charlton,541016,178439,"Southeastern, Thameslink",National Rail,3,0.031258000,51.48681300
522,524,Cheam,524335,163392,Southern,National Rail,5,-0.214167000,51.35547900
523,525,Chelsfield,546835,164076,Southeastern,National Rail,6,0.109070000,51.35625600
524,526,Chertsey,503715,166446,South Western Railway,National Rail,0,-0.509317000,51.38706900
525,527,Chessington North,518289,164201,South Western Railway,National Rail,6,-0.300699000,51.36404100
526,528,Chessington South,517789,163356,South Western Railway,National Rail,6,-0.308157000,51.35655000
527,529,Chipstead,527572,158332,Southern,National Rail,6,-0.169503000,51.30927700
528,530,Chislehurst,543085,169455,Southeastern,National Rail,5,0.057418000,51.40555700
529,531,Chiswick,520268,177274,South Western Railway,National Rail,3,-0.267835000,51.48113700
530,532,City Thameslink,531577,181204,Thameslink,National Rail,1,-0.103590000,51.51393600
531,533,Claygate,514986,163811,South Western Railway,National Rail,0,-0.348248000,51.36121400
532,534,Clock House,536256,169605,Southeastern,National Rail,4,-0.040657000,51.40858600
533,535,Cobham & Stoke d'Abernon,512230,158954,South Western Railway,National Rail,0,-0.389346000,51.31810100
534,536,Coulsdon South,529757,159117,"Southern, Thameslink",National Rail,6,-0.137887000,51.31583800
535,537,Coulsdon Town,529978,159813,Southern,National Rail,6,-0.134464000,51.32204300
536,538,Crayford,551394,174450,Southeastern,National Rail,6,0.178936000,51.44828000
537,539,Crews Hill,530857,200162,Great Northern,National Rail,6,-0.106887000,51.68448600
538,540,Cricklewood,523888,185963,Thameslink,National Rail,3,-0.212677000,51.55845300
539,541,Crofton Park,536406,174795,"Southeastern, Thameslink",National Rail,3,-0.036503000,51.45518900
540,542,Cuffley,530587,202852,"Great Northern, Thameslink",National Rail,9,-0.109783000,51.70872200
541,543,Dagenham Dock,548898,183052,c2c,National Rail,5,0.146660000,51.52624000
542,544,Dartford,554198,174433,"Southeastern, Thameslink",National Rail,8,0.219248000,51.44737100
543,545,Denham,504104,187786,Chiltern Railways,National Rail,0,-0.497437000,51.57883700
544,546,Denham Golf Club,502690,187953,Chiltern Railways,National Rail,0,-0.517787000,51.58059800
545,547,Deptford,537046,177444,"Southeastern, Thameslink",National Rail,2,-0.026270000,51.47884800
546,548,Drayton Green,515849,181119,Great Western Railway,National Rail,4,-0.330194000,51.51661700
547,549,Drayton Park,531332,185519,Great Northern,National Rail,2,-0.105509000,51.55277000
548,550,Dunton Green,551338,157557,Southeastern,National Rail,0,0.170937000,51.29649000
549,551,Earlsfield,525938,173095,South Western Railway,National Rail,3,-0.187715000,51.44233700
550,552,East Croydon,532728,165826,"Southeastern, Southern, Thameslink",National Rail,5,-0.092780000,51.37545400
551,553,East Dulwich,533327,175415,Southern,National Rail,2,-0.080572000,51.46149400
552,554,Ebbsfleet International,561277,174163,Southeastern,National Rail,0,0.320921000,51.44297300
553,555,Eden Park,537306,167576,Southeastern,National Rail,5,-0.026355000,51.39009100
554,556,Edmonton Green,534197,193623,Greater Anglia,National Rail,4,-0.061112000,51.62492900
555,557,Effingham Junction,510161,155949,South Western Railway,National Rail,0,-0.419965000,51.29149500
556,558,Elmers End,535666,168466,Southeastern,National Rail,4,-0.049570000,51.39849200
557,559,Elmstead Woods,542136,170715,Southeastern,National Rail,4,0.044274000,51.41711800
558,560,Elstree & Borehamwood,518968,196372,Thameslink,National Rail,6,-0.280081000,51.65306900
559,561,Eltham,542585,175015,"Southeastern, Thameslink",National Rail,4,0.052472000,51.45564400
560,562,Enfield Chase,532067,196718,"Great Northern, Thameslink",National Rail,5,-0.090696000,51.65325400
561,563,Enfield Lock,536313,198797,Greater Anglia,National Rail,6,-0.028532000,51.67092200
562,564,Epsom,520588,160956,"South Western Railway, Southern",National Rail,9,-0.268778000,51.33439300
563,565,Epsom Downs,522694,159816,Southern,National Rail,6,-0.238955000,51.32368800
564,566,Erith,551014,178154,Southeastern,National Rail,6,0.175055000,51.48167100
565,567,Esher,514585,165880,South Western Railway,National Rail,0,-0.353338000,51.37989100
566,568,Essex Road,532007,184194,Great Northern,National Rail,2,-0.096276000,51.54070500
567,569,Ewell East,522457,162214,Southern,National Rail,6,-0.241530000,51.34530000
568,570,Ewell West,521368,162716,South Western Railway,National Rail,6,-0.256987000,51.35004500
569,571,Eynsford,553449,164990,"Southeastern, Thameslink",National Rail,0,0.204393000,51.36272000
570,572,Falconwood,544438,175458,Southeastern,National Rail,4,0.079305000,51.45915400
571,573,Farningham Road,555479,169386,Southeastern,National Rail,0,0.235452000,51.40166600
572,574,Feltham,510490,173355,South Western Railway,National Rail,6,-0.409838000,51.44789800
573,575,Fenchurch Street,533297,180994,c2c,National Rail,1,-0.078897000,51.51164600
574,576,Fulwell,514719,171895,South Western Railway,National Rail,6,-0.349468000,51.43393500
575,577,Gipsy Hill,533208,171290,Southern,National Rail,3,-0.083836000,51.42445300
576,578,Gordon Hill,531767,197832,"Great Northern, Thameslink",National Rail,5,-0.094610000,51.66333500
577,579,Grange Park,531637,195522,Great Northern,National Rail,5,-0.097358000,51.64260700
578,580,Grays,561223,177865,c2c,National Rail,0,0.321832000,51.47624800
579,581,Greenhithe for Bluewater,558429,174897,"Southeastern, Thameslink",National Rail,0,0.280290000,51.45037200
580,582,Greenwich,537946,177389,"Southeastern, Thameslink",National Rail,2+3,-0.013340000,51.47813500
581,583,Grove Park,540526,172200,Southeastern,National Rail,4,0.021726000,51.43086300
582,584,Hackbridge,528467,165986,"Southern, Thameslink",National Rail,4,-0.153907000,51.37787200
583,585,Hadley Wood,526113,198262,"Great Northern, Thameslink",National Rail,6,-0.176172000,51.66849700
584,586,Hampton,513189,169858,South Western Railway,National Rail,6,-0.372119000,51.41593400
585,587,Hampton Court,515265,168416,South Western Railway,National Rail,6,-0.342748000,51.40255600
586,588,Hampton Wick,517339,169795,South Western Railway,National Rail,6,-0.312489000,51.41452400
587,589,Harringay,531287,188253,"Great Northern, Thameslink",National Rail,3,-0.105136000,51.57735800
588,590,Haydons Road,525908,171215,Thameslink,National Rail,3,-0.188815000,51.42544800
589,591,Hayes & Harlington,509604,179476,Great Western Railway,National Rail,5,-0.420683000,51.50309600
590,592,Hayes (Kent),539916,166116,Southeastern,National Rail,5,0.010557000,51.37633400
591,593,Hendon,522028,188323,Thameslink,National Rail,3+4,-0.238674000,51.58006800
592,594,Herne Hill,531842,174465,"Southeastern, Thameslink",National Rail,2+3,-0.102289000,51.45330500
593,595,Hersham,512044,165481,South Western Railway,National Rail,0,-0.389959000,51.37681200
594,596,Hinchley Wood,515489,165356,South Western Railway,National Rail,0,-0.340524000,51.37499800
595,597,Hither Green,538886,174510,Southeastern,National Rail,3,-0.000944000,51.45202500
596,598,Hornsey,530787,189253,Great Northern,National Rail,3,-0.111975000,51.58646100
597,599,Hounslow,513759,174990,South Western Railway,National Rail,5,-0.362277000,51.46194600
598,600,Isleworth,515489,176455,South Western Railway,National Rail,4,-0.336907000,51.47476300
599,601,Iver,503620,179952,Great Western Railway,National Rail,0,-0.506726000,51.50850300
600,602,Kempton Park,510561,170362,South Western Railway,National Rail,0,-0.409751000,51.42098300
601,603,Kemsing,556668,157795,Southeastern,National Rail,0,0.247428000,51.29718700
602,604,Kenley,532307,160176,Southern,National Rail,6,-0.100925000,51.32477700
603,605,Kent House,535926,170000,Southeastern,National Rail,4,-0.045247000,51.41221500
604,606,Kew Bridge,518908,178174,South Western Railway,National Rail,3,-0.287108000,51.48951300
605,607,Kidbrooke,540831,175687,Southeastern,National Rail,3,0.027498000,51.46212100
606,608,Kingston,518131,169616,South Western Railway,National Rail,6,-0.301166000,51.41275100
607,609,Kingswood,524703,156642,Southern,National Rail,6,-0.211247000,51.29472500
608,610,Knockholt,548385,162956,Southeastern,National Rail,6,0.130847000,51.34579000
609,611,Ladywell,537616,174945,Southeastern,National Rail,3,-0.019041000,51.45624400
610,612,Lea Bridge,536062,187176,Greater Anglia,National Rail,3,-0.036673000,51.56654800
611,613,Leatherhead,516189,156897,"South Western Railway, Southern",National Rail,0,-0.333232000,51.29881800
612,614,Lee,539896,174285,Southeastern,National Rail,3,0.013493000,51.44975500
613,615,Lewisham,537936,176005,"Southeastern, Thameslink",National Rail,2+3,-0.014024000,51.46569200
614,616,Limehouse,536006,181165,c2c,National Rail,2,-0.039803000,51.51253700
615,617,Longfield,560012,168913,Southeastern,National Rail,0,0.300364000,51.39615500
616,618,Loughborough Junction,531812,175910,"Southeastern, Thameslink",National Rail,2,-0.102182000,51.46629800
617,619,Lower Sydenham,536716,171425,Southeastern,National Rail,4,-0.033345000,51.42483100
618,620,Malden Manor,520978,166566,South Western Railway,National Rail,4,-0.261274000,51.38473000
619,621,Maze Hill,539061,177919,"Southeastern, Thameslink",National Rail,3,0.002914000,51.48262500
620,622,Meridian Water,534947,191993,Greater Anglia,National Rail,4,-0.050898000,51.61010200
621,623,Mill Hill Broadway,521208,191978,Thameslink,National Rail,4,-0.249240000,51.61309300
622,624,Mitcham Eastfields,528332,169305,"Southern, Thameslink",National Rail,3,-0.154646000,51.40773900
623,625,Mitcham Junction,528157,167656,"Southern, Thameslink",National Rail,4,-0.157757000,51.39295000
624,626,Morden South,525248,167935,Thameslink,National Rail,4,-0.199461000,51.39611600
625,627,Mortlake,520353,175825,South Western Railway,National Rail,3,-0.267106000,51.46808700
626,628,Motspur Park,522463,167765,South Western Railway,National Rail,4,-0.239531000,51.39519600
627,629,Mottingham,542466,173295,Southeastern,National Rail,4,0.050054000,51.44021800
628,630,New Barnet,526387,196052,"Great Northern, Thameslink",National Rail,5,-0.172997000,51.64857500
629,631,New Beckenham,536606,170525,Southeastern,National Rail,4,-0.035273000,51.41677000
630,632,New Cross ELL,536625,177155,Southeastern,National Rail,2,-0.032441000,51.47634400
631,633,New Eltham,543895,173095,Southeastern,National Rail,4,0.070533000,51.43806000
632,634,New Malden,521298,168725,South Western Railway,National Rail,4,-0.255940000,51.40407500
633,635,New Southgate,528557,192273,"Great Northern, Thameslink",National Rail,4,-0.143038000,51.61411400
634,636,Norbiton,519323,169600,South Western Railway,National Rail,5,-0.284025000,51.41235800
